customer_id,customer_name,city,phone,annual_income
78,Neelima Bedi,Muzaffarpur,5153534975,452549
79,Idika Dugar,Jabalpur,3524008357,1513048
80,Ranbir Kala,Phusro,1468508358,810584
81,Ishanvi Konda,Arrah,915562360611,2740269
82,Pushti Lad,Thane,6827110461,1381445
83,Tejas Khanna,Bharatpur,3330570277,2376444
84,Yashawini Sule,Kamarhati,910734479606,796438
85,Yashawini Warrior,Vijayanagaram,2721625266,1742023
86,Rachit Dara,Rajkot,4636232087,2034205
87,Devansh Trivedi,Bettiah,5021261552,1376784
88,Jalsa Aurora,Bokaro,911607934003,2248853
89,Vamakshi Raval,Ramgarh,7461377131,1003332
90,Qarin Sharma,Tiruvottiyur,1823192158,643229
91,Ucchal Comar,Guwahati,6099699034,2687738
92,Hitesh Sheth,Etawah,6460851564,367513
93,Widisha Radhakrishnan,Imphal,796325214,1398768
94,Abhiram Tak,Jamshedpur,918470450124,1743100
95,Naveen Pandey,Latur,916211321041,827754
96,Diya Deep,Ahmednagar,915418770530,1577961
97,Aarna Varma,Muzaffarnagar,1524376187,1490787
98,Isha Chauhan,Bellary,3579747115,1566421
99,Lavanya Saxena,Bongaigaon,530854855,1673598
100,Baghyawati Chana,Tenali,429414598,601248
101,Nidra Dua,Raiganj,913823762834,1741615
102,Tristan Tank,Jalandhar,9832551582,1324504
103,Aashi Seth,Sambalpur,7959246526,2306099
104,Nidhi Samra,Satara,911114182637,2579302
105,Vansha Behl,Rourkela,917071954713,2961446
106,Nikita Chaudhary,Ahmedabad,23422269,2422497
107,Harini Khalsa,Ambarnath,5845988884,1362725
108,Jack Sandhu,Bongaigaon,611950830,2340441
109,Urishilla Bali,Karnal,3177126469,662982
110,Sanaya Murthy,Jalandhar,5662818123,1224307
111,Lakshit Pandit,Patiala,9172654865,2507589
112,Advika Bawa,Davanagere,919439921438,1934092
113,Vanya Tella,Kottayam,7266688125,2758342
114,Xavier Ahuja,Uluberia,1985533472,884779
115,Urishilla Rajagopal,Bhavnagar,2552640345,2850441
116,Arya Batta,Eluru,919962060113,1815215
117,Bhavna Singhal,Singrauli,917418170390,564591
118,Ikshita Nagarajan,Hubli–Dharwad,4442803711,2885124
119,Ira Handa,Orai,918614618817,620034
120,Bhanumati Deo,North Dumdum,8648352917,1985333
121,Bhanumati Sami,Bidhannagar,9290537317,2470449
122,Faraj Mandal,Noida,6326833958,841543
123,Tejas Prakash,Singrauli,913693238693,1981959
124,Prisha Narasimhan,Vijayanagaram,6827120011,2871100
125,Champak Menon,Bally,6674377889,772547
126,Krisha Sampath,Hajipur,6775941175,763978
127,Sanaya Nagy,Lucknow,917282617722,1404066
128,Abhiram Mukhopadhyay,Navi Mumbai,910992647797,1117828
129,Anamika Ramachandran,Bharatpur,917427454502,2051821
130,Rachit Varghese,Karawal Nagar,499710258,2443392
131,Maanas Bora,Bangalore,917414482686,2807469
132,Nandini Sagar,Ahmednagar,2999146008,1110325
133,Ekantika Sagar,Jamshedpur,4514276391,1484921
134,Yuvraj Nagi,Indore,913658152086,1789628
135,Madhavi Lanka,Pimpri-Chinchwad,917219601910,655564
136,Janya Gupta,Alwar,919742028498,2865220
137,Yochana Acharya,Bellary,917326196833,2430702
138,Vyanjana Vala,Meerut,9653802525,1708450
139,Harini Dugar,Guwahati,2104047549,725671
140,Hemangini Brar,Khandwa,8807681502,1739730
141,Darsh Mitra,Avadi,912431594768,408443
142,Sanaya Kothari,Bikaner,916919457182,1432659
143,Chakradhar Ranganathan,Pallavaram,7508239832,1159583
144,Vedhika Dixit,Tiruppur,7239532740,2939393
145,George Tata,Yamunanagar,6620936511,1756875
146,Falguni Padmanabhan,Bardhaman,916137511175,2196104
147,Vanya Dani,Uluberia,914742348862,1015722
148,Jason Banerjee,Gandhinagar,4550053624,1530093
149,Lavanya Ganesan,Raurkela Industrial Township,4685833445,1009075
150,Gagan Mahal,Jehanabad,5471172786,638107
151,Kevin Bhatti,Kolkata,8652203508,685005
152,Gaurangi Sagar,Asansol,919879697452,1711873
153,Yashawini Bhatt,Bhimavaram,5636388343,2613884
154,Udarsh Zacharia,Jammu,912649703395,2923912
155,Jalsa Sharaf,Kumbakonam,915572584311,312451
156,Fitan Biswas,Varanasi,183281422,1540201
157,Anika Saxena,Ratlam,5818176994,543570
158,Jeet Ratta,Darbhanga,910744236679,1070106
159,Advaith Shere,Ghaziabad,1916452544,2958976
160,Falak Chowdhury,Rajahmundry,913829471731,933192
161,Lajita Saxena,Secunderabad,5872738310,1212982
162,Inaya Seshadri,Davanagere,917010829055,1560623
163,Oeshi Kuruvilla,Gaya,5922905837,2791857
164,Anya Naik,Thanjavur,913131146658,1614163
165,Vaishnavi Mohanty,Vijayanagaram,913453216075,1076945
166,Vamakshi Sandal,Bidar,7079024581,699860
167,Lekha Sharaf,Hapur,911587979678,340011
168,Devika Ganguly,Berhampur,3618308928,591068
169,Gagan Prasad,Satara,912253918632,1378746
170,Vinaya Batta,Bhusawal,2624430222,1278009
171,Gunbir Narang,Parbhani,919693012680,2331525
172,Mohammed Banik,Haridwar,912856183911,1011037
173,Bina Nagar,Haldia,917537042760,2688968
174,Urvashi Krish,Kolkata,1790301447,2171514
175,Saksham Venkatesh,Amaravati,8024545227,2497895
176,Isaiah Varghese,Vijayanagaram,5133209194,2423502
177,Kai Kala,Noida,7116311761,1155406
178,Rushil Mall,Kollam,4899657229,1708818
179,Jhalak Kara,Udaipur,9142776140,493544
180,Ayushman Varughese,Ambarnath,82403008,2269048
181,Mahika Sabharwal,Sasaram,7095771906,1111964
182,Vrinda Zacharia,Udupi,7331560085,976732
183,Hredhaan Choudhury,Sikar,1188306887,692196
184,Chandresh Aurora,Chapra,913994141572,1315246
185,Urvashi Zachariah,Ramgarh,8060268214,937979
186,Ishaan Bedi,Purnia,1313612180,2840634
187,Triya Kumer,Panvel,6636345331,1008412
188,Yoshita Jha,Katihar,2687289408,1331143
189,Rudra Mani,Chandigarh,8362967705,2758652
190,Janani Dar,Chandigarh,9796858420,490534
191,Maanav Sur,Indore,4218369064,2166454
192,Balhaar Singhal,Udupi,912072868783,859597
193,Hiral Dhingra,Gudivada,917799683276,1368958
194,Ekiya Mall,Arrah,915819473719,1765577
195,Gaurangi Dar,Secunderabad,910351890441,926759
196,Peter Khurana,Delhi,6032876622,527820
197,Rachita Wali,Kakinada,1354463587,2889660
198,Mekhala Shere,Deoghar,918009258739,2246199
199,Jackson Borde,Ajmer,4495194021,830395
200,Jairaj Thakur,Bikaner,6740655803,1855755
201,Vidhi Kaul,Munger,6452349911,1494809
202,Januja Savant,Mehsana,912448257598,2451899
203,Arjun Zacharia,Kozhikode,4736519584,2149290
204,Ekani Pandit,Bilaspur,3621672878,868279
205,Ekbal Tella,Bhiwani,2436407748,2054773
206,Chasmum Deep,Thiruvananthapuram,916269448409,2175808
207,Arya Wason,Sikar,5542428791,1035098
208,Qushi Sarkar,Deoghar,5654175545,1781319
209,Vaishnavi Samra,North Dumdum,3755618343,2229690
210,Chameli Ramachandran,Panvel,918697674747,901364
211,Darpan Srinivasan,Sirsa,4316686356,361142
212,Libni Cheema,Thoothukudi,911214384239,1989509
213,Rishi Sarin,Panvel,918616740591,426753
214,Hemang Ganesh,New Delhi,7273875392,402280
215,Laban Kapur,Junagadh,2390307955,1797946
216,Vaishnavi Bhardwaj,Thrissur,8052322416,486873
217,Ati Sood,Shivpuri,6748176958,1348996
218,Harita Chanda,Pallavaram,911466989258,2684382
219,Jagat Kara,Muzaffarnagar,3497927484,715857
220,Manan Khatri,Faridabad,1975537067,1979351
221,Falak Upadhyay,Ambala,5548666193,2113358
222,Ekantika Issac,Coimbatore,913801991642,1310715
223,Yachana Kibe,Orai,6585414074,818182
224,Charan Sibal,Ahmedabad,2201860936,302665
225,Rudra Balan,Rohtak,8034185878,977389
226,Zashil Kade,Mahbubnagar,5186445618,848493
227,Vanya Contractor,Muzaffarnagar,5530562865,1191071
228,Faqid Gokhale,Bally,729539832,1846982
229,Onveer Gole,Naihati,912616196778,897543
230,Yatin Sundaram,Gangtok,1304591076,521013
231,Dev Bawa,Gandhinagar,6465655973,2087895
232,Charvi Narain,Hyderabad,6030191064,2047376
233,Ekani Nath,Kalyan-Dombivli,3031424530,1307090
234,Agastya Puri,Belgaum,919990463003,1662587
235,Dayita Krishnan,Ramgarh,7285214920,610444
236,Kabir Sani,Ahmednagar,6888717970,2655553
237,Tripti Aurora,Nagaon,8902786673,1589229
238,Yatan Pandit,Tiruvottiyur,9441740211,2793621
239,Girish Divan,Buxar,722392433,1845637
240,Gagan Ganesh,Kalyan-Dombivli,917499252629,2117268
241,Radha Devi,Vasai-Virar,915073805926,2397411
242,Tejas Kalla,Shahjahanpur,3994724653,696512
243,Ekbal Krishnamurthy,Khammam,914481126230,713052
244,Anya Manda,Ambala,911960704257,2417985
245,Madhav Mammen,Kanpur,910483267848,1606634
246,Vidhi Sen,Udaipur,2678077614,2391599
247,Imaran Khosla,Dehradun,8049206242,2084911
248,Chatura Dewan,Anantapur,2560829401,2260834
249,Oni Parmer,Chennai,816142392,2541300
250,Kashvi Bakshi,Karaikudi,913409964032,701887
251,Chaaya Wali,Tadepalligudem,795972671,2152646
252,Gagan Oza,Jamshedpur,917201224133,489061
253,Gagan Jain,Berhampore,8275918157,1798024
254,Ucchal Nigam,Kurnool,911092391976,1404441
255,Simon Bhasin,Chapra,5424647263,1355541
256,Yasti Bassi,Dehri,8396476381,2118034
257,Vedhika Kumer,Delhi,919217211380,2893950
258,Hritik Salvi,Guwahati,3227904438,2974743
259,Kamala Sunder,Navi Mumbai,911487143370,2332896
260,Ronith Mitra,Dibrugarh,4093959005,1307664
261,Rishi Anne,Ahmedabad,918302214257,674832
262,Nidhi Bhandari,Shimoga,672942815,906507
263,Arjun Brar,Shivpuri,8894821818,481956
264,Agastya Dugal,Mau,2312865173,1518478
265,Hemal Sridhar,Solapur,3822638979,1470340
266,Charita Basu,Bikaner,2883755005,1058411
267,Viraj Kamdar,Thane,1798971320,857432
268,Bhavini Pant,Panvel,9689248377,2749355
269,Darika Chowdhury,Ulhasnagar,6128023260,688027
270,Jagvi Datta,Pallavaram,917617091932,1410468
271,Mohammed Pai,Latur,6180917032,1455854
272,Sathvik Sahni,Ajmer,1738453293,2826190
273,Panini Bhavsar,North Dumdum,911367576979,2027302
274,Harrison Viswanathan,Bally,916142223320,826728
275,Leena Kulkarni,Giridih,5738482008,1257684
276,Januja Dara,Belgaum,916045554526,966959
277,Harish Behl,Tiruchirappalli,918555917476,2772943
278,Jeet Bansal,Ballia,272796553,1887838
279,Urvi Taneja,Pali,607204614,1784538
280,Netra Parmer,Sri Ganganagar,912807334926,2225600
281,Gaurang Mitter,Deoghar,6909234949,1604098
282,Nathaniel Ramachandran,Guntur,8089201067,2094527
283,Patrick Iyer,Jehanabad,917476134162,2039088
284,Dalaja Vaidya,Proddatur,911461218452,2195455
285,Gabriel Rajagopal,Silchar,4671372870,395103
286,Vasatika Jayaraman,Aizawl,914435143731,2161448
287,Ayushman Dugal,Latur,2466898236,2748418
288,Yashica Dua,Nandyal,5617088627,2883994
289,Rachit Arya,Kirari Suleman Nagar,3042051515,957418
290,Dhriti Murthy,Mirzapur,6057241996,2683307
291,Jairaj Dewan,Durgapur,1596838364,2581311
292,Sanaya Lala,Jaunpur,912884831184,2264642
293,Matthew Sami,Mango,914864140112,1829863
294,Pushti Sarin,Deoghar,917457193958,2370545
295,Ekansh Thakur,Kishanganj,9238853337,887614
296,Dalbir Pandya,Ahmednagar,9715514974,2354912
297,Yash Mohan,Amravati,912685812909,799060
298,Upma Madan,Satara,1878159048,2816743
299,Girindra Batta,Surendranagar Dudhrej,6940255351,1900651
300,Rohan Nagar,Bhilwara,8790177043,2498846
301,Bakhshi Lad,Jehanabad,918085625113,1656172
302,Sai Natarajan,Madhyamgram,7077955294,1904076
303,Mohini Keer,Maheshtala,680275646,2551422
304,Shaurya Dey,Gurgaon,2228002965,445408
305,Raagini Chandra,Tadepalligudem,9134636965,2984196
306,Wakeeta Dora,Mysore,1494322268,590624
307,Adya Bhargava,Salem,915440513957,2372553
308,Bakhshi Ramachandran,Darbhanga,9916075975,2017943
309,Mekhala Bhatia,Ongole,307842322,845709
310,Faqid Choudhary,Danapur,1779588079,576441
311,Ronith Chander,North Dumdum,301023686,2006913
312,Krishna Bala,Jaunpur,2293132238,2878721
313,Karan Sandal,Dewas,9900098880,2605825
314,Bhavna Pathak,Hosur,6290632885,2945420
315,Dhriti Wagle,Indore,2185741117,1724318
316,Abha Kurian,Kottayam,914013217153,2933791
317,Viraj Mutti,Secunderabad,919593466039,1903799
318,Vincent Gaba,Proddatur,5513467482,1323879
319,Ishwar Sama,Nangloi Jat,6139807442,2561129
320,Jeet Sen,Phagwara,915785791598,2588472
321,Darpan Mahal,Maheshtala,916485205517,1302982
322,Rohan Chander,Siliguri,917239871012,1680612
323,Vidhi Dar,Chapra,2163552365,1484271
324,Ojasvi Mammen,Singrauli,8872776918,2890154
325,Yachana Venkataraman,Bettiah,4329332656,876802
326,Qasim Kata,Danapur,912130447747,1179707
327,Aditya Loyal,Jabalpur,5133007040,2030699
328,Vritti Hegde,Miryalaguda,7817897480,2889252
329,Azad Khurana,Pallavaram,913747812676,2468673
330,Aadhya Kota,Kozhikode,2405906786,495635
331,Neha Bhakta,Mumbai,915724468801,828551
332,Advaith Upadhyay,Jalgaon,9977733181,1990161
333,Sarthak Dugal,Jalgaon,4932486649,2578547
334,Xiti Desai,Udaipur,910179532988,461684
335,Fitan Dugar,New Delhi,912792999742,1494846
336,Nimrat Behl,Gorakhpur,912505120458,1185355
337,Aarini Bahri,Jaunpur,1029589858,686476
338,Dalbir Ahluwalia,Rajkot,1155011253,723991
339,Gagan Desai,Jamnagar,6226983534,777929
340,Chaaya Kale,Nagercoil,7374516995,1034690
341,Vedhika Swamy,Ranchi,1519960811,385954
342,Jasmit Oak,Hyderabad,240844830,2474786
343,Yatin Nagy,Aizawl,5497192862,610756
344,Siya Bose,Jamshedpur,912637137742,1885705
345,Agastya Saini,Bihar Sharif,9964650359,2965069
346,Aradhana Date,Hubli–Dharwad,3979701218,2163078
347,Ranbir Mannan,Kulti,919996553737,2527107
348,Azad Vohra,Machilipatnam,5947235002,1822622
349,Rachana Dar,Allahabad,916088664562,2825935
350,Hema Dutt,Darbhanga,914986844031,771536
351,Xavier Patil,Nashik,919741214981,2852515
352,Lucky Ghosh,Warangal,1683875740,877417
353,Abhimanyu Bhalla,Serampore,9335766431,2918279
354,Harish Goel,Bongaigaon,8164837468,2027342
355,Unni Bhalla,Ongole,4833214657,1509328
356,Manan Kara,Arrah,912656908297,1213026
357,Daksha Kurian,Jhansi,919621714629,1940390
358,Omya Raja,Munger,1686023381,1028326
359,Girindra Swamy,Asansol,7278145235,2995007
360,Vedika Kulkarni,Raiganj,6645509749,1757981
361,Ekalinga Srinivasan,Karnal,918800505083,776611
362,Vedant Khatri,Gudivada,7437857022,1569673
363,Garima Sharma,Nellore,919487404093,2669762
364,Qushi Kakar,Rourkela,2600608133,2124956
365,Ati Kibe,Kavali,912528198066,1104790
366,Samuel Bassi,Farrukhabad,9442500600,316525
367,Gagan Dewan,Gorakhpur,6566951707,2364552
368,Riya Goda,Begusarai,4531533566,1887785
369,Inaya Uppal,New Delhi,3939559121,373087
370,Bhavani Mukherjee,Dindigul,917847670106,498098
371,Amaira Morar,Nellore,918467447337,2681166
372,Adweta Bhattacharyya,Allahabad,915799553116,1534006
373,Anika Murty,Dhule,912747458089,1948728
374,Yoshita Sekhon,Tirunelveli,9823187453,1850730
375,Xavier Parsa,Burhanpur,3872951583,2835790
376,Mohammed Sarna,Morbi,2273661430,1030942
377,Jeet Gala,Ichalkaranji,3322929675,2157926
378,Janaki Tella,Kanpur,5532200633,2569317
379,Hemani Bal,Patiala,4573788672,570278
380,Eiravati Bhatti,Jalandhar,4914167845,1562231
381,Darika Doshi,Avadi,1832411988,1576866
382,Krishna Nath,Sasaram,913676333757,2139600
383,Chaitaly Varughese,Bhilwara,5653050237,1160396
384,Vasatika Suri,Ozhukarai,6124025620,2526535
385,Jalsa Baral,Gandhidham,9102873577,2056612
386,Gaurangi Deep,Asansol,187946140,764269
387,Eshana Cheema,Gaya,231948619,2447799
388,Kashvi Ganguly,Bhind,5595638825,2576266
389,Chasmum Tandon,Sambalpur,919727536431,1750486
390,Qasim Setty,Dindigul,3717138747,669838
391,Ati Kant,Dewas,4713065502,2376339
392,Praneel Mand,Saharanpur,6077858254,1927537
393,Laksh Rama,Narasaraopet,911332457869,1916568
394,Yagnesh Cherian,Vellore,915837311780,2622755
395,Warinder Sridhar,Bhilai,910050619782,1779401
396,Banjeet Ram,Hospet,9719129000,1147885
397,Jyoti Rao,Bhalswa Jahangir Pur,5819624660,2550607
398,Praneel Guha,Gopalpur,911478484974,453709
399,Anirudh Wali,Anantapuram,5024027510,2541586
400,Chanakya Dave,Dindigul,6271001699,1148001
401,Chanakya Krishnamurthy,Khora ,918163008427,2371597
402,Janaki Dugar,Kollam,6513923300,715242
403,Harish Nagi,Kurnool,6769305359,1275319
404,Panini Sandhu,Kakinada,8824716754,351801
405,Madhavi Rai,Gandhidham,914291095134,1377977
406,Zilmil Mahajan,Hubli–Dharwad,914400477048,451566
407,Rachit Dugar,Satna,657789388,1268064
408,Max Ganesh,Imphal,916229336172,972418
409,Utkarsh Rajagopalan,Malda,913654201061,1999176
410,Aryan Tank,Kolkata,910503195075,2242154
411,Abhiram Narasimhan,Panipat,5022654685,476856
412,Onkar Dube,Amritsar,912547355979,1442465
413,Ishani Memon,Mathura,208378487,2446155
414,Benjamin Choudhury,Sonipat,9335031599,1135059
415,Kashish Vasa,Eluru,3227873442,2157502
416,Laban Gade,Miryalaguda,914590942100,688982
417,Chasmum Bhargava,Parbhani,6429126522,1289994
418,Zansi Kari,Meerut,9348190973,1364190
419,Arya Keer,Hazaribagh,912944650018,2318398
420,Guneet Chandra,Gaya,3178046913,1650001
421,Yasti Tak,Loni,914860631070,1517805
422,Vedhika Vohra,Khammam,919619802720,1980596
423,Agastya Tandon,Kanpur,2380976181,2687838
424,Frado Handa,Panipat,610472314,2852983
425,Nimrat Bhatnagar,Belgaum,1878943670,874558
426,Warhi Viswanathan,Amaravati,914724818893,1379752
427,Raagini Randhawa,Tadipatri,4658416927,2106880
428,Triya Kant,Pondicherry,7973901828,2723746
429,Atharv Bhakta,Karaikudi,9361384920,2278809
430,Vivaan Ratti,Begusarai,916373626728,1482065
431,Shivani Menon,Gudivada,912265996012,1673982
432,Dhruv Rout,Bhavnagar,8070167523,2751276
433,Yashawini Walla,Jhansi,523182979,2557515
434,Siya Pant,Kulti,6836685621,2107849
435,Alka Dasgupta,Dewas,918290244117,2289579
436,Maanas Pillai,Khora ,916115382462,2264672
437,Hema Tella,Ajmer,2065995211,1905263
438,Nandini Bhatia,Bangalore,914660783779,2778199
439,Sai Bakshi,Hindupur,918397835945,2447615
440,Krisha Patel,Rajahmundry,9435241922,2066646
441,Unnati Oak,Parbhani,912450686838,860423
442,Vedika Nagy,Proddatur,5832040675,2159437
443,Omya Chada,Rajahmundry,713752797,1238383
444,Meera Tella,Guntur,479999260,1255064
445,Mitesh Sant,Dhule,7668090699,2175284
446,Anmol Basak,Udupi,2290295029,1042857
447,Advika Gaba,Amroha,919631370064,547695
448,Waida Khurana,Shivpuri,9584231824,2109712
449,Priya Deep,Mathura,3844516365,1054883
450,Ojasvi Kari,Sonipat,2117827255,551088
451,Charvi Johal,Begusarai,5084673059,1386942
452,Vasatika Basu,Rewa,911750628660,703593
453,Urvashi Gara,Machilipatnam,916039514740,978881
454,Sanya Deshpande,Jaipur,7482494222,2015872
455,Zinal Borah,Mangalore,914780776905,2453104
456,Balveer Nanda,Pallavaram,5587919910,1742753
457,Theodore Chakraborty,Coimbatore,7390740540,2482815
458,Abhimanyu D’Alia,Silchar,913683292492,2943431
459,Widisha Chad,Kochi,3542823799,1503973
460,Nidhi Yogi,Ujjain,2327714502,1112965
461,Widisha Nagarajan,Morena,9919497861,1666961
462,Vasana Jayaraman,Tadepalligudem,3751449551,1730807
463,Siddharth Nagar,Pondicherry,1626637453,1300920
464,Warjas Zachariah,Barasat,9394220844,1741945
465,Hamsini Sabharwal,Deoghar,9408962006,1786121
466,Brijesh Ramachandran,Varanasi,8145114596,311828
467,Yashawini Dass,Tinsukia,9328993809,733093
468,Damyanti Prabhakar,Loni,8804892963,2327231
469,Omisha Sekhon,Eluru,3303211907,2657848
470,Hitesh Nigam,Anantapur,1147024877,2647104
471,Charvi Prakash,Kolkata,4268860351,631179
472,Jeevika Kashyap,Ozhukarai,8377201782,1909686
473,Saanvi Bhardwaj,Ulhasnagar,659857227,2472352
474,Ubika Ram,Thane,918328962113,371845
475,Xalak Gandhi,Guwahati,404856019,2829918
476,Gunbir Sankaran,Silchar,912651035026,2526120
477,Falak Tata,Proddatur,2547453608,696804
478,Samuel Bera,Jabalpur,9908595633,500122
479,Meera Mahal,Singrauli,3889524506,866605
480,Upma Narain,Motihari,6718322202,418805
481,Urmi Chandran,Muzaffarnagar,4677859814,2224488
482,Daksh Ramanathan,Kottayam,33241754,2098615
483,Sachi More,Aurangabad,912020825587,1972661
484,Zayan Bora,Salem,917976827849,990277
485,Zaitra Mutti,Hindupur,910250036636,944233
486,Nakul Zachariah,Korba,3748741202,2212523
487,Wyatt Shere,Tenali,911386490296,2767938
488,Krisha Prakash,Jamnagar,945134333,1695975
489,Maanas Anand,Agartala,5103976184,1127289
490,Harinakshi Trivedi,Sikar,2879607785,2154821
491,Anita Srinivas,Parbhani,6526716928,2325853
492,Amol Raghavan,Indore,8624636968,860545
493,Tanish Patla,Mumbai,8869942410,910122
494,Kala Oza,Kota,8472542134,2180739
495,Brijesh Rout,Navi Mumbai,9452090003,922298
496,Viraj Khosla,Amritsar,5637948139,2043322
497,Joshua Dara,Jhansi,919960969688,517803
498,Isha Parikh,Ambattur,1635035534,2928602
499,Abeer Kala,Maheshtala,915472893516,1988661
500,Tanveer Jaggi,Bally,2053566613,2852176
501,Arunima Gole,Singrauli,8973789651,2738306
502,Anya Varma,Ongole,3432550495,2262756
503,Daksh Raval,Meerut,2455268254,2696518
504,Janaki Acharya,Hapur,7832943440,637153
505,Chameli Bath,Chandigarh,8269030535,2362436
506,Hitesh Shere,Nizamabad,3791276160,400196
507,Sneha Bhargava,Mysore,918720715754,2758464
508,Jasmit Sami,Medininagar,912498753469,2835681
509,Harita Balasubramanian,Bhubaneswar,916887802241,2271224
510,Oviya Butala,Bhagalpur,2932376711,2566347
511,Harini Master,Khammam,6314519297,1657601
512,Fiyaz Devi,Alappuzha,917144693838,2473135
513,Anamika Gupta,Varanasi,913620005328,2896335
514,Unni Kaul,Tirupati,910377035993,1079915
515,Balendra Mall,Guwahati,913324427643,790005
516,Radha Gokhale,Morena,9520346869,2366035
517,Gaurav Walla,Ambarnath,911025552657,1724220
518,Yatan Singh,Baranagar,5713932160,2705654
519,Guneet Narula,Kharagpur,1799763992,1667484
520,Benjamin Choudhury,Jabalpur,9542885297,2216488
521,Oeshi Dua,Srinagar,917233280390,1581000
522,Yashasvi Karpe,Kozhikode,4194009603,2768118
523,Owen Dara,Sasaram,262757146,584411
524,Daksh Batra,Akola,913305030498,2715190
525,Girindra Bains,Patiala,5031454584,957994
526,Chatresh Kapadia,Pudukkottai,916607097387,2964969
527,Anya Minhas,Ujjain,6480265059,2046405
528,Ekiya Patil,Panvel,919214930293,570138
529,Hemang Vaidya,Jammu,9602799135,2717034
530,Gopal Divan,Hazaribagh,917996620458,2255739
531,Rajata Narula,Anantapur,1159424152,1372486
532,Azad Mallick,Dewas,914439275065,1410003
533,Yashawini Yogi,Ahmednagar,913523376272,1320950
534,Champak Kaul,Kolhapur,913142557998,1105880
